paper_id,title,authors,year,venue,url,doi,arxiv_id,pdf_url,code_url,code_available,capability_level,topic_track,inclusion_tier,medical_modality,clinical_area,state_representation,action_or_intervention,transition_model,outcome_or_reward,validation_level,description
MWM0180,Learning Interactive Real-World Simulators (UniSim),Mengjiao Yang; Yilun Du; Kamyar Ghasemipour; Jonathan Tompson; Dale Schuurmans; Pieter Abbeel,2024,ICLR 2024,https://arxiv.org/abs/2310.06114,,2310.06114,,,unknown,L2 action-conditioned simulation,T7_background_methods,background,,,,yes,,,not_reported,Learns a universal action-conditioned simulator of real-world interaction enabling zero-shot sim-to-real policy transfer.
MWM0181,Understanding World or Predicting Future? A Comprehensive Survey of World Models,Jingtao Ding; Yunke Zhang; Yu Shang; Jie Feng; et al.,2025,ACM Computing Surveys,https://arxiv.org/abs/2411.14499,10.1145/3746449,2411.14499,,https://github.com/tsinghua-fib-lab/World-Model,yes,L1 future prediction,T7_background_methods,background,,,,no_or_not_explicit,,,not_reported,A survey categorizing world models by understanding internal representations versus predicting future states.
MWM0182,Is Sora a World Simulator? A Comprehensive Survey on General World Models and Beyond,Zheng Zhu; Xiaofeng Wang; Wangbo Zhao; Chen Min; et al.,2024,arXiv,https://arxiv.org/abs/2405.03520,,2405.03520,,,unknown,L1 future prediction,T7_background_methods,background,,,,no_or_not_explicit,,,not_reported,"A broad survey of general world models covering video generation, driving, and agent-embedded world models."
MWM0183,A Survey of World Models for Autonomous Driving,Tuo Feng; Wenguan Wang; Yi Yang,2025,arXiv,https://arxiv.org/abs/2501.11260,,2501.11260,,,unknown,L1 future prediction,T7_background_methods,background,,,,no_or_not_explicit,,,not_reported,A survey proposing a taxonomy of driving world models spanning future generation and behavior planning.
MWM0184,Mechanistic Learning with Guided Diffusion Models to Predict Spatio-Temporal Brain Tumor Growth,Daria Laslo; Efthymios Georgiou; Marius George Linguraru; Andreas Rauschecker; Sabine Muller; Catherine R. Jutzeler; Sarah Bruningk,2025,arXiv,https://arxiv.org/abs/2509.09610,,2509.09610,,,unknown,L2 action-conditioned simulation,T2_imaging_representation_world_model,near_core,,,,yes,,,not_reported,A hybrid framework combining a mathematical tumor-growth model with guided diffusion to synthesize future brain MRIs including radiotherapy effects.
MWM0185,A Biophysically-Conditioned Generative Framework for 3D Brain Tumor MRI Synthesis,Valentin Biller; Lucas Zimmer; Ayhan Can Erdur; Sandeep Nagar; Daniel Rückert; Niklas Bubeck; Jonas Weidner,2025,arXiv,https://arxiv.org/abs/2510.09365,,2510.09365,,https://github.com/valentin-biller/ldm,yes,L2 action-conditioned simulation,T2_imaging_representation_world_model,near_core,,,,yes,,,not_reported,A latent diffusion model synthesizing 3D brain tumor MRIs conditioned on biophysical tumor-growth concentrations and tissue segmentations.
MWM0186,Tumor Synthesis conditioned on Radiomics,Jonghun Kim; Inye Na; Eun Sook Ko; Hyunjin Park,2025,arXiv,https://arxiv.org/abs/2509.24182,,2509.24182,,,unknown,L2 action-conditioned simulation,T2_imaging_representation_world_model,near_core,,,,yes,,,not_reported,A GAN-plus-diffusion model synthesizing 3D tumor images conditioned on biologically grounded radiomics features.
MWM0187,Interactive Tumor Progression Modeling via Sketch-Based Image Editing,Gexin Huang; Ruinan Jin; Yucheng Tang; Can Zhao; Tatsuya Harada; Xiaoxiao Li; Gu Lin,2025,arXiv,https://arxiv.org/abs/2503.06809,,2503.06809,,,unknown,L2 action-conditioned simulation,T2_imaging_representation_world_model,near_core,,,,yes,,,not_reported,"SkEditTumor, a sketch-based conditional diffusion model that interactively edits tumor regions to simulate controllable progression."
MWM0188,Medical Video Generation for Disease Progression Simulation,Xu Cao; Kaizhao Liang; Kuei-Da Liao; Tianren Gao; Wenqian Ye; Jintai Chen; Zhiguang Ding; Jianguo Cao; James M. Rehg; Jimeng Sun,2024,arXiv,https://arxiv.org/abs/2411.11943,,2411.11943,,,unknown,L1 future prediction,T2_imaging_representation_world_model,near_core,,,,no_or_not_explicit,,,not_reported,"A controllable diffusion framework generating medical video sequences simulating disease progression across chest X-ray, fundus, and skin imaging."
MWM0189,Learning Patient-Specific Disease Dynamics with Latent Flow Matching for Longitudinal Imaging Generation,Hao Chen; Rui Yin; Yifan Chen; Qi Chen; Chao Li,2025,arXiv,https://arxiv.org/abs/2512.09185,,2512.09185,,,unknown,L1 future prediction,T2_imaging_representation_world_model,near_core,,,,no_or_not_explicit,,,not_reported,A latent flow-matching model capturing patient-specific trajectories to generate future longitudinal MRI scans.
MWM0190,MRExtrap: Longitudinal Aging of Brain MRIs using Linear Modeling in Latent Space,Jaivardhan Kapoor; Jakob H. Macke; Christian F. Baumgartner,2025,arXiv,https://arxiv.org/abs/2508.19482,,2508.19482,,,unknown,L1 future prediction,T2_imaging_representation_world_model,near_core,,,,no_or_not_explicit,,,not_reported,An autoencoder method linearly extrapolating latent representations to predict age-conditioned future brain MRIs.
MWM0191,Ultrasound Image-to-Video Synthesis via Latent Dynamic Diffusion Models,Tingxiu Chen; Yilei Shi; Zixuan Zheng; Bingcong Yan; Jingliang Hu; Xiao Xiang Zhu; Lichao Mou,2025,arXiv,https://arxiv.org/abs/2503.14966,,2503.14966,,https://github.com/MedAITech/U_I2V,yes,L1 future prediction,T2_imaging_representation_world_model,near_core,,,,no_or_not_explicit,,,not_reported,A latent dynamic diffusion model synthesizing temporally coherent ultrasound videos from a single static image.
MWM0192,Temporal Differential Fields for 4D Motion Modeling via Image-to-Video Synthesis,Xin You; Minghui Zhang; Hanxiao Zhang; Jie Yang; Nassir Navab,2025,arXiv,https://arxiv.org/abs/2505.17333,,2505.17333,,,unknown,L1 future prediction,T2_imaging_representation_world_model,near_core,,,,no_or_not_explicit,,,not_reported,An image-to-video method using temporal differential fields to model respiration-induced 4D medical image motion.
MWM0193,Latent Drifting in Diffusion Models for Counterfactual Medical Image Synthesis,Yousef Yeganeh; Azade Farshad; Ioannis Charisiadis; Marta Hasny; Martin Hartenberger; Björn Ommer; Nassir Navab; Ehsan Adeli,2025,CVPR,https://arxiv.org/abs/2412.20651,,2412.20651,,,unknown,L3 counterfactual reasoning,T2_imaging_representation_world_model,near_core,,,,yes,,,not_reported,A latent-drifting technique enabling diffusion models to synthesize counterfactual medical images by intervening on attributes like age and disease.
MWM0194,Latent Causal Modeling for 3D Brain MRI Counterfactuals,Wei Peng; Tian Xia; Fabio De Sousa Ribeiro; Tomas Bosschieter; Ehsan Adeli; Qingyu Zhao; Ben Glocker; Kilian M. Pohl,2024,arXiv,https://arxiv.org/abs/2409.05585,,2409.05585,,,unknown,L3 counterfactual reasoning,T2_imaging_representation_world_model,near_core,,,,yes,,,not_reported,"A VQ-VAE plus latent causal model generating 3D brain MRI counterfactuals over age, diagnosis, and brain-region factors."
MWM0195,Delphi-2M: Learning the natural history of human disease with generative transformers,Artem Shmatko; Alexander Wolfgang Jung; Kumar Gaurav; Søren Brunak; Laust Hvas Mortensen; Ewan Birney; Tom Fitzgerald; Moritz Gerstung,2025,Nature,https://www.nature.com/articles/s41586-025-09529-3,10.1038/s41586-025-09529-3,,,,unknown,L1 future prediction,T4_ehr_patient_trajectory,near_core,,,,no_or_not_explicit,,,not_reported,A modified GPT trained on UK Biobank that generatively samples synthetic future health trajectories across 1000+ diseases.
MWM0196,Med-BERT: pretrained contextualized embeddings on large-scale structured EHR for disease prediction,Laila Rasmy; Yang Xiang; Ziqian Xie; Cui Tao; Degui Zhi,2021,npj Digital Medicine,https://www.nature.com/articles/s41746-021-00455-y,10.1038/s41746-021-00455-y,,,https://github.com/ZhiGroup/Med-BERT,yes,L0 static prediction,T4_ehr_patient_trajectory,near_core,,,,no_or_not_explicit,,,not_reported,A BERT model pretrained on 28.5M patients' structured EHR codes producing embeddings that boost disease prediction.
MWM0197,CEHR-BERT: Incorporating temporal information from structured EHR data to improve prediction tasks,Chao Pang; Xinzhuo Jiang; Krishna S. Kalluri; Matthew Spotnitz; RuiJun Chen; Adler Perotte; Karthik Natarajan,2021,ML4H,https://arxiv.org/abs/2111.08585,,2111.08585,,,unknown,L0 static prediction,T4_ehr_patient_trajectory,near_core,,,,no_or_not_explicit,,,not_reported,"A BERT adaptation injecting time tokens plus time, age, and concept embeddings for structured EHR prediction."
MWM0198,Hi-BEHRT: Hierarchical Transformer-based model for clinical events using multimodal longitudinal EHR,Yikuan Li; Mohammad Mamouei; Gholamreza Salimi-Khorshidi; Shishir Rao; Abdelaali Hassaine; Dexter Canoy; Thomas Lukasiewicz; Kazem Rahimi,2021,IEEE JBHI,https://arxiv.org/abs/2106.11360,,2106.11360,,,unknown,L0 static prediction,T4_ehr_patient_trajectory,near_core,,,,no_or_not_explicit,,,not_reported,A hierarchical transformer expanding the receptive field to model long multimodal EHR histories for risk prediction.
MWM0199,CORE-BEHRT: A Carefully Optimized and Rigorously Evaluated BEHRT,Mikkel Odgaard; Kiril Vadimović Klein; Sanne Møller Thysen; Espen Jiménez-Solem; Martin Sillesen; Mads Nielsen,2024,arXiv,https://arxiv.org/abs/2404.15201,,2404.15201,,,unknown,L0 static prediction,T4_ehr_patient_trajectory,near_core,,,,no_or_not_explicit,,,not_reported,Re-optimizes BERT-based EHR pretraining and evaluates across 25 clinical prediction tasks.
MWM0200,GatorTron: A Large Clinical Language Model to Unlock Patient Information from Unstructured EHR,Xi Yang; Aokun Chen; Nima PourNejatian; Hoo Chang Shin; Kaleb E. Smith; et al.,2022,npj Digital Medicine,https://www.nature.com/articles/s41746-022-00742-2,10.1038/s41746-022-00742-2,2203.03540,,,unknown,L0 static prediction,T4_ehr_patient_trajectory,near_core,,,,no_or_not_explicit,,,not_reported,An 8.9B clinical language model pretrained on 90B words of EHR text for clinical NLP tasks.
MWM0201,Language models are an effective representation learning technique for EHR data (CLMBR),Ethan Steinberg; Ken Jung; Jason A. Fries; Conor K. Corbin; Stephen R. Pfohl; Nigam H. Shah,2021,Journal of Biomedical Informatics,https://arxiv.org/abs/2001.05295,10.1016/j.jbi.2020.103637,2001.05295,,,unknown,L0 static prediction,T4_ehr_patient_trajectory,near_core,,,,no_or_not_explicit,,,not_reported,"Introduces CLMBR, an autoregressive language model over timestamped structured EHR events learning transferable representations."
MWM0202,Event Stream GPT: Generative Pre-trained Transformers over Continuous-time Sequences of Complex Events,Matthew B. A. McDermott; Bret Nestor; Peniel Argaw; Isaac S. Kohane,2023,NeurIPS D&B,https://arxiv.org/abs/2306.11547,,2306.11547,,https://github.com/mmcdermott/EventStreamGPT,yes,L1 future prediction,T4_ehr_patient_trajectory,near_core,,,,no_or_not_explicit,,,not_reported,A framework for generative pretrained transformers over continuous-time EHR event streams with zero-shot evaluation.
MWM0203,Large Language Models for Medical Forecasting (Foresight 2),Zeljko Kraljevic; Joshua Au Yeung; Daniel Bean; James Teo; Richard J. Dobson,2024,arXiv,https://arxiv.org/abs/2412.10848,,2412.10848,,,unknown,L1 future prediction,T4_ehr_patient_trajectory,near_core,,,,no_or_not_explicit,,,not_reported,Fine-tunes 7B LLMs on MIMIC-III to autoregressively forecast the next contextualized biomedical concept in a patient timeline.
MWM0204,Context Clues: Evaluating Long Context Models for Clinical Prediction Tasks on EHRs,Michael Wornow; Suhana Bedi; Miguel Angel Fuentes Hernandez; Ethan Steinberg; Jason Alan Fries; Christopher Ré; Sanmi Koyejo; Nigam H. Shah,2025,ICLR,https://arxiv.org/abs/2412.16178,,2412.16178,,,unknown,L1 future prediction,T4_ehr_patient_trajectory,near_core,,,,no_or_not_explicit,,,not_reported,Studies how context length and architectures (including Mamba) affect EHR foundation models on EHRSHOT.
MWM0205,Foundation Models for Clinical Records at Health System Scale,Haresh Rengaraj Rajamohan; Xiang Gao; Weicheng Zhu; Shih-Lun Huang; Long Chen; Kyunghyun Cho; Cem M. Deniz; Narges Razavian,2025,ICML Workshop,https://arxiv.org/abs/2507.00574,,2507.00574,,,unknown,L1 future prediction,T4_ehr_patient_trajectory,near_core,,,,no_or_not_explicit,,,not_reported,A decoder-only GPT-style model autoregressively generating tokenized clinical events for the next visit for zero-shot forecasting.
MWM0206,EHR2Path: Scalable Modeling of Longitudinal Patient Pathways from Multimodal EHR,Chantal Pellegrini; Ege Özsoy; David Bani-Harouni; Matthias Keicher; Nassir Navab,2025,arXiv,https://arxiv.org/abs/2506.04831,,2506.04831,,https://github.com/ChantalMP/EHR2Path,yes,L1 future prediction,T4_ehr_patient_trajectory,near_core,,,,no_or_not_explicit,,,not_reported,"A multimodal framework with summary tokens forecasting full in-hospital patient pathways including vitals, labs, and length-of-stay."
MWM0207,Synthesize High-dimensional Longitudinal EHR via Hierarchical Autoregressive Language Model (HALO),Brandon Theodorou; Cao Xiao; Jimeng Sun,2023,Nature Communications,https://www.nature.com/articles/s41467-023-41093-0,10.1038/s41467-023-41093-0,2304.02169,,,unknown,L1 future prediction,T4_ehr_patient_trajectory,near_core,,,,no_or_not_explicit,,,not_reported,"HALO, a hierarchical autoregressive language model generating realistic high-dimensional synthetic longitudinal EHRs."
MWM0208,Generating Clinically Realistic EHR Data via a Hierarchy- and Semantics-Guided Transformer (HiSGT),Guanglin Zhou; Sebastiano Barbieri,2025,ECAI,https://arxiv.org/abs/2502.20719,,2502.20719,,https://github.com/jameszhou-gl/HiSGT,yes,L1 future prediction,T4_ehr_patient_trajectory,near_core,,,,no_or_not_explicit,,,not_reported,HiSGT fuses hierarchical code-graph embeddings with clinical-language-model semantics to generate higher-fidelity synthetic EHR.
MWM0209,"Immune digital twins for complex human pathologies: applications, limitations, and challenges",Anna Niarakis; Reinhard Laubenbacher; Gary An; Yaron Ilan; Jasmin Fisher; et al.,2024,npj Systems Biology and Applications,https://www.nature.com/articles/s41540-024-00450-5,10.1038/s41540-024-00450-5,,,,unknown,L2 action-conditioned simulation,T1_definition_review_digital_twin,background,,,,yes,,,not_reported,"A review of immune-system digital twins surveying applications, limitations, and open challenges."
MWM0210,From virtual patients to digital twins in immuno-oncology: lessons from QSP modeling,Hanwen Wang; Theinmozhi Arulraj; Alberto Ippolito; Aleksander S. Popel,2024,npj Digital Medicine,https://www.nature.com/articles/s41746-024-01188-4,10.1038/s41746-024-01188-4,2403.03335,,,unknown,L2 action-conditioned simulation,T1_definition_review_digital_twin,near_core,,,,yes,,,not_reported,A perspective on building immuno-oncology digital twins from QSP virtual-patient models to predict immunotherapy response.
MWM0211,SoC-DT: Standard-of-Care Aligned Digital Twins for Patient-Specific Tumor Dynamics,Moinak Bhattacharya; Gagandeep Singh; Prateek Prasanna,2025,arXiv,https://arxiv.org/abs/2510.03287,,2510.03287,,,unknown,L2 action-conditioned simulation,T1_definition_review_digital_twin,near_core,,,,yes,,,not_reported,"A differentiable tumor digital-twin unifying reaction-diffusion growth with surgery, chemo, and radiotherapy to predict post-treatment tumor structure."
MWM0212,Predictive Digital Twins with Quantified Uncertainty for Patient-Specific Decision Making in Oncology,Graham Pash; Umberto Villa; David A. Hormuth; Thomas E. Yankeelov; Karen Willcox,2025,arXiv,https://arxiv.org/abs/2505.08927,,2505.08927,,,unknown,L4 planning/control,T1_definition_review_digital_twin,near_core,,,,yes,,,not_reported,A data-to-decisions digital-twin framework fusing mechanistic glioma growth models with data to guide decisions under quantified uncertainty.
MWM0213,Virtual brain twins: from basic neuroscience to clinical use,Huifang E. Wang; Paul Triebkorn; Martin Breyton; Borana Dollomaja; Jean-Didier Lemarechal; Spase Petkoski; Pierpaolo Sorrentino; Damien Depannemaecker; Meysam Hashemi; Viktor K. Jirsa,2024,National Science Review,https://academic.oup.com/nsr/article/11/5/nwae079/7616087,10.1093/nsr/nwae079,,,,unknown,L2 action-conditioned simulation,T1_definition_review_digital_twin,near_core,,,,yes,,,not_reported,A review of personalized generative whole-brain virtual twin models built from individual neuroimaging.
MWM0214,Virtual brain twins for stimulation in epilepsy,Huifang E. Wang; Borana Dollomaja; Paul Triebkorn; Gian Marco Duma; Adam Williamson; Julia Makhalova; Jean-Didier Lemarechal; Fabrice Bartolomei; Viktor Jirsa,2025,Nature Computational Science,https://www.nature.com/articles/s43588-025-00841-6,10.1038/s43588-025-00841-6,,,,unknown,L2 action-conditioned simulation,T1_definition_review_digital_twin,near_core,,,,yes,,,not_reported,A high-resolution virtual brain twin workflow estimating the epileptogenic zone and simulating stimulation paradigms.
MWM0215,Clinical usefulness of digital twin guided virtual amiodarone test in atrial fibrillation ablation,Taehyun Hwang; Byounghyun Lim; Oh-Seok Kwon; Moon-Hyun Kim; Daehoon Kim; et al.,2024,npj Digital Medicine,https://www.nature.com/articles/s41746-024-01298-z,10.1038/s41746-024-01298-z,,,,unknown,L4 planning/control,T1_definition_review_digital_twin,near_core,,,,yes,,,not_reported,Patient-specific virtual left-atrium twins simulate amiodarone response to guide post-ablation drug therapy.
MWM0216,Interactive artificial pancreas using adaptive biobehavioral control and digital twins for type 1 diabetes,Boris P. Kovatchev; Marc D. Breton; Chiara Fabris; Patricio Colmegna; Jose Garcia-Tirado,2025,npj Digital Medicine,https://www.nature.com/articles/s41746-025-01679-y,10.1038/s41746-025-01679-y,,,,unknown,L4 planning/control,T1_definition_review_digital_twin,near_core,,,,yes,,,not_reported,A cloud digital twin of glucose metabolism lets users safely test artificial-pancreas adjustments in a six-month T1D trial.
MWM0217,Type 2 diabetes reversal with digital twin technology-enabled precision nutrition,Paramesh Shamanna; Shashank Joshi; Lisa Shah; Mala Dharmalingam; Banshi Saboo; Jahangir Mohammed; et al.,2021,Clinical Diabetes and Endocrinology,https://pubmed.ncbi.nlm.nih.gov/34776010/,10.1186/s40842-021-00134-7,,,,unknown,L4 planning/control,T1_definition_review_digital_twin,near_core,,,,yes,,,not_reported,"A whole-body digital twin delivering precision nutrition guidance, achieving T2D reversal in a retrospective cohort."
MWM0218,Lung-DT: An AI-Powered Digital Twin Framework for Thoracic Health Monitoring and Diagnosis,Roberta Avanzato; Francesco Beritelli; Alfio Lombardo; Carmelo Ricci,2024,Sensors,https://www.mdpi.com/1424-8220/24/3/958,10.3390/s24030958,,,,unknown,L1 future prediction,T1_definition_review_digital_twin,near_core,,,,no_or_not_explicit,,,not_reported,An AI-driven pulmonary digital twin combining IoT sensors and deep learning for thoracic health monitoring.
MWM0219,The future of in silico trials and digital twins in medicine,Ehsan Samei,2025,PNAS Nexus,https://academic.oup.com/pnasnexus/article/4/5/pgaf123/8116190,10.1093/pnasnexus/pgaf123,,,,unknown,L1 future prediction,T1_definition_review_digital_twin,background,,,,no_or_not_explicit,,,not_reported,A perspective laying out a roadmap for in-silico trials and per-person digital twins.
MWM0220,Challenges and opportunities for digital twins in precision medicine from a complex systems perspective,Manlio De Domenico; Luca Allegri; Guido Caldarelli; Valeria d'Andrea; Barbara Di Camillo; Luis M. Rocha; Jordan Rozum; Riccardo Sbarbati; Francesco Zambelli,2025,npj Digital Medicine,https://www.nature.com/articles/s41746-024-01402-3,10.1038/s41746-024-01402-3,2405.09649,,,unknown,L2 action-conditioned simulation,T1_definition_review_digital_twin,background,,,,yes,,,not_reported,"A perspective arguing for mechanistic, multiscale, network-informed simulation in precision-medicine digital twins."
MWM0221,"Survey on verification, validation, and uncertainty quantification of digital twins for precision medicine",Kaan Sel; Andrea Hawkins-Daarud; Anirban Chaudhuri; Deen Osman; Ahmad Bahai; David Paydarfar; Karen Willcox; Caroline Chung; Roozbeh Jafari,2025,npj Digital Medicine,https://www.nature.com/articles/s41746-025-01447-y,10.1038/s41746-025-01447-y,,,,unknown,L1 future prediction,T1_definition_review_digital_twin,background,,,,no_or_not_explicit,,,not_reported,"A survey on verification, validation, and uncertainty quantification needed for safe precision-medicine digital twins."
MWM0222,Estimating Counterfactual Treatment Outcomes over Time Through Adversarially Balanced Representations (CRN),Ioana Bica; Ahmed M. Alaa; James Jordon; Mihaela van der Schaar,2020,ICLR,https://arxiv.org/abs/2002.04083,,2002.04083,,https://github.com/ioanabica/Counterfactual-Recurrent-Network,yes,L3 counterfactual reasoning,T5_counterfactual_treatment_planning,near_core,,,,yes,,,not_reported,The Counterfactual Recurrent Network uses domain-adversarial training to remove time-dependent confounding for counterfactual outcomes over time.
MWM0223,Causal Transformer for Estimating Counterfactual Outcomes,Valentyn Melnychuk; Dennis Frauen; Stefan Feuerriegel,2022,ICML,https://arxiv.org/abs/2204.07258,,2204.07258,,,unknown,L3 counterfactual reasoning,T5_counterfactual_treatment_planning,near_core,,,,yes,,,not_reported,A transformer with counterfactual domain confusion loss capturing long-range time-varying confounders for counterfactual outcomes.
MWM0224,G-Net: A Deep Learning Approach to G-computation for Counterfactual Outcome Prediction Under Dynamic Treatment Regimes,Rui Li; Zach Shahn; Jun Li; Mingyu Lu; Prithwish Chakraborty; Daby Sow; Mohamed Ghalwash; Li-wei H. Lehman,2020,arXiv,https://arxiv.org/abs/2003.10551,,2003.10551,,,unknown,L3 counterfactual reasoning,T5_counterfactual_treatment_planning,near_core,,,,yes,,,not_reported,A recurrent g-computation framework estimating time-varying treatment effects under dynamic treatment regimes.
MWM0225,Forecasting Treatment Responses Over Time Using Recurrent Marginal Structural Networks,Bryan Lim; Ahmed M. Alaa; Mihaela van der Schaar,2018,NeurIPS,https://proceedings.neurips.cc/paper/2018/hash/56e6a93212e4482d99c84a639d254b67-Abstract.html,10.5555/3327757.3327849,,,,unknown,L3 counterfactual reasoning,T5_counterfactual_treatment_planning,near_core,,,,yes,,,not_reported,A Recurrent Marginal Structural Network using RNN propensity weighting to forecast treatment-sequence responses under confounding.
MWM0226,Continuous-Time Modeling of Counterfactual Outcomes Using Neural Controlled Differential Equations (TE-CDE),Nabeel Seedat; Fergus Imrie; Alexis Bellot; Zhaozhi Qian; Mihaela van der Schaar,2022,ICML,https://arxiv.org/abs/2206.08311,,2206.08311,,,unknown,L3 counterfactual reasoning,T5_counterfactual_treatment_planning,near_core,,,,yes,,,not_reported,TE-CDE models the latent patient trajectory as a controlled differential equation with adversarial confounding adjustment for counterfactual outcomes.
MWM0227,Time Series Deconfounder: Estimating Treatment Effects over Time in the Presence of Hidden Confounders,Ioana Bica; Ahmed M. Alaa; Mihaela van der Schaar,2020,ICML,https://arxiv.org/abs/1902.00450,,1902.00450,,https://github.com/ioanabica/Time-Series-Deconfounder,yes,L3 counterfactual reasoning,T5_counterfactual_treatment_planning,near_core,,,,yes,,,not_reported,A recurrent factor model inferring substitute latent confounders from multiple time-varying treatments to estimate effects under hidden confounding.
MWM0228,Disentangled Counterfactual Recurrent Networks for Treatment Effect Inference over Time,Jeroen Berrevoets; Alicia Curth; Ioana Bica; Eoin McKinney; Mihaela van der Schaar,2021,arXiv,https://arxiv.org/abs/2112.03811,,2112.03811,,,unknown,L3 counterfactual reasoning,T5_counterfactual_treatment_planning,near_core,,,,yes,,,not_reported,"DCRN disentangles patient-history representations into treatment, outcome, and confounding factors for counterfactual effects over time."
MWM0229,G-Transformer: Counterfactual Outcome Prediction under Dynamic and Time-varying Treatment Regimes,Hong Xiong; Feng Wu; Leon Deng; Megan Su; Li-wei H. Lehman,2024,CHIL,https://arxiv.org/abs/2406.05504,,2406.05504,,,unknown,L3 counterfactual reasoning,T5_counterfactual_treatment_planning,near_core,,,,yes,,,not_reported,A transformer g-computation model Monte-Carlo simulating counterfactual sepsis trajectories under dynamic treatment regimes.
MWM0230,ODE Discovery for Longitudinal Heterogeneous Treatment Effects Inference,Krzysztof Kacprzyk; Samuel Holt; Jeroen Berrevoets; Zhaozhi Qian; Mihaela van der Schaar,2024,ICLR,https://arxiv.org/abs/2403.10766,,2403.10766,,https://github.com/samholt/ODE-Discovery-for-Longitudinal-Heterogeneous-Treatment-Effects-Inference,yes,L3 counterfactual reasoning,T5_counterfactual_treatment_planning,near_core,,,,yes,,,not_reported,Discovers closed-form ODEs via continuous optimization to infer longitudinal heterogeneous treatment effects.
MWM0231,Enabling Counterfactual Survival Analysis with Balanced Representations,Paidamoyo Chapfuwa; Serge Assaad; Shuxi Zeng; Michael J. Pencina; Lawrence Carin; Ricardo Henao,2021,CHIL,https://arxiv.org/abs/2006.07756,10.1145/3450439.3451875,2006.07756,,,unknown,L3 counterfactual reasoning,T5_counterfactual_treatment_planning,near_core,,,,yes,,,not_reported,A balanced-representation framework extending counterfactual treatment-effect estimation to censored time-to-event outcomes.
MWM0232,The Artificial Intelligence Clinician learns optimal treatment strategies for sepsis in intensive care,Matthieu Komorowski; Leo A. Celi; Omar Badawi; Anthony C. Gordon; A. Aldo Faisal,2018,Nature Medicine,https://www.nature.com/articles/s41591-018-0213-5,10.1038/s41591-018-0213-5,,,,unknown,L4 planning/control,T5_counterfactual_treatment_planning,near_core,,,,yes,,,not_reported,An RL agent learning optimal fluid and vasopressor dosing for sepsis from ICU data.
MWM0233,A Reinforcement Learning Approach to Weaning of Mechanical Ventilation in Intensive Care Units,Niranjani Prasad; Li-Fang Cheng; Corey Chivers; Michael Draugelis; Barbara E. Engelhardt,2017,UAI,https://arxiv.org/abs/1704.06300,,1704.06300,,,unknown,L4 planning/control,T5_counterfactual_treatment_planning,near_core,,,,yes,,,not_reported,An off-policy fitted-Q RL approach recommending personalized sedation and ventilator support for weaning.
MWM0234,A Conservative Q-Learning approach for handling distribution shift in sepsis treatment strategies,Pramod Kaushik; Sneha Kummetha; Perusha Moodley; Raju S. Bapi,2022,arXiv,https://arxiv.org/abs/2203.13884,,2203.13884,,,unknown,L4 planning/control,T5_counterfactual_treatment_planning,near_core,,,,yes,,,not_reported,Applies offline Conservative Q-Learning to mitigate action distribution shift when learning sepsis treatment policies.
MWM0235,medDreamer: Model-Based RL with Latent Imagination on Complex EHRs for Clinical Decision Support,Qianyi Xu; Gousia Habib; Dilruk Perera; Mengling Feng,2025,arXiv,https://arxiv.org/abs/2505.19785,,2505.19785,,,unknown,L4 planning/control,T5_counterfactual_treatment_planning,near_core,,,,yes,,,not_reported,A model-based RL framework learning a world model from irregular EHRs and training treatment policies on real and imagined trajectories.
MWM0236,DTR-Bench: An in silico Environment and Benchmark Platform for RL-Based Dynamic Treatment Regime,Zhiyao Luo; Mingcheng Zhu; Fenglin Liu; Jiali Li; Yangchen Pan; Jiandong Zhou; Tingting Zhu,2024,arXiv,https://arxiv.org/abs/2405.18610,,2405.18610,,https://github.com/GilesLuo/DTR-Bench,yes,L4 planning/control,T5_counterfactual_treatment_planning,near_core,,,,yes,,,not_reported,"An in-silico benchmark with chemotherapy, radiotherapy, glucose, and sepsis simulators for evaluating RL on dynamic treatment regimes."
MWM0237,Methodology for Interpretable Reinforcement Learning for Optimizing Mechanical Ventilation,Joo Seung Lee; Malini Mahendra; Anil Aswani,2024,arXiv,https://arxiv.org/abs/2404.03105,,2404.03105,,,unknown,L4 planning/control,T5_counterfactual_treatment_planning,near_core,,,,yes,,,not_reported,An interpretable RL methodology with causal model-based off-policy evaluation for ventilator control policies.
MWM0238,SurgSora: Object-Aware Diffusion Model for Controllable Surgical Video Generation,Tong Chen; Shuya Yang; Junyi Wang; Long Bai; Hongliang Ren; Luping Zhou,2024,arXiv,https://arxiv.org/abs/2412.14018,,2412.14018,,,unknown,L2 action-conditioned simulation,T6_surgical_robotic_physiology_world_model,near_core,,,,yes,,,not_reported,Generates surgical videos from a single frame with user-specified object motion using a depth- and semantics-aware diffusion model.
MWM0239,VISAGE: Video Synthesis using Action Graphs for Surgery,Yousef Yeganeh; Rachmadio Lazuardi; Amir Shamseddin; Emine Dari; Yash Thirani; Nassir Navab; Azade Farshad,2024,arXiv,https://arxiv.org/abs/2410.17751,,2410.17751,,,unknown,L2 action-conditioned simulation,T6_surgical_robotic_physiology_world_model,near_core,,,,yes,,,not_reported,Predicts future laparoscopic frames from a single frame conditioned on action scene-graph triplets via diffusion.
